Item_Weight,Item_Visibility_Log,Outlet_Age,Fat_Content_Encoded,Outlet_Size_Encoded,Outlet_Type_Encoded,Location_Type_Encoded,MRP
,0.22008147353555796,41,1.0,0.0,0.0,1,252.4382
16.1,0.06309590356504331,39,0.0,2.0,1.0,3,145.176
17.85,0.02451365511502304,22,1.0,0.0,1.0,2,152.6998
5.34,0.005970317135302069,17,0.0,1.0,2.0,3,100.6358
5.51,0.033892895504883475,29,1.0,0.0,1.0,1,97.3726
6.61,0.028575388751882445,39,0.0,2.0,1.0,3,188.6898
6.38,0.03157483082550438,19,1.0,1.0,1.0,2,177.6344
16.1,0.013501592898569073,22,0.0,0.0,1.0,2,108.9596
13.65,0.01578617212813699,29,0.0,0.0,1.0,1,230.5668
19.2,0.005573042708571169,29,0.0,0.0,1.0,1,225.5062
8.71,0.13059902205032806,24,1.0,1.0,1.0,2,46.2376
17.75,0.23309730790408423,28,0.0,1.0,0.0,3,242.2538
19.35,9.999995000003334e-07,24,0.0,1.0,1.0,2,165.7816
,0.05523012020954451,41,1.0,1.0,0.0,3,223.1404
,0.04069681452556652,41,1.0,1.0,0.0,3,107.7912
6.44,0.0765332237093761,17,1.0,1.0,2.0,3,99.47
12.6,0.062089312397994416,39,1.0,2.0,1.0,3,122.1414
7.935,0.017010755214313993,29,1.0,0.0,1.0,1,48.135
18.25,0.05310557082213946,19,1.0,1.0,1.0,2,140.4154
18.5,0.044637719453693964,17,0.0,1.0,2.0,3,145.6102
6.035,0.06383564355198541,24,0.0,1.0,1.0,2,185.724
11.8,0.05702980018067762,39,1.0,2.0,1.0,3,81.1618
6.26,0.00985934948676631,17,0.0,1.0,2.0,3,151.1366
16.5,0.09020189561781869,19,0.0,1.0,1.0,2,97.2068
15.7,0.027394578502777756,19,0.0,1.0,1.0,2,169.279
6.635,0.006306180182508325,29,0.0,0.0,1.0,1,122.1098
,0.13452262893744524,41,1.0,0.0,0.0,1,191.553
,0.08831631601955031,41,1.0,1.0,0.0,3,250.6066
,0.08034585525812546,41,1.0,0.0,0.0,1,248.6092
14.0,0.04116401506456004,27,0.0,1.0,1.0,1,53.064
,0.06956742000233833,41,0.0,1.0,0.0,3,48.8692
17.75,9.999995000003334e-07,17,1.0,1.0,2.0,3,249.775
17.75,0.024111188962261446,28,1.0,1.0,0.0,3,159.0262
8.155,0.11283806407923189,29,1.0,0.0,1.0,1,190.653
17.25,0.11503940066300244,28,1.0,1.0,0.0,3,76.6986
,0.12390216708152588,41,0.0,1.0,0.0,3,232.0668
6.175,0.16470361323744537,22,0.0,0.0,1.0,2,95.3752
,0.015115384808522167,41,1.0,1.0,0.0,3,107.0938
8.18,0.07918226867897674,29,0.0,0.0,1.0,1,55.9588
8.355,0.01382150935151078,39,1.0,2.0,1.0,3,92.5462
6.905,0.037430855582684754,22,0.0,0.0,1.0,2,96.3726
20.35,0.05275046040528626,24,1.0,1.0,1.0,2,116.9466
,0.03178098185596118,41,1.0,1.0,0.0,3,178.766
19.25,0.10313539010110132,19,1.0,1.0,1.0,2,33.0558
5.48,0.014992388389634275,22,1.0,0.0,1.0,2,84.625
5.425,0.1085407925121542,27,0.0,1.0,1.0,1,87.3514
12.1,0.10916109240781198,17,1.0,1.0,2.0,3,220.2114
,9.999995000003334e-07,41,0.0,1.0,0.0,3,186.424
11.0,0.008924735803382766,24,1.0,1.0,1.0,2,120.6756
5.765,0.0791312548881538,17,1.0,1.0,2.0,3,38.8164
13.8,0.013230095056589774,17,1.0,1.0,2.0,3,110.1254
13.8,0.013165878207271442,39,1.0,2.0,1.0,3,108.2254
5.44,0.0169863643675146,17,0.0,1.0,2.0,3,177.837
12.8,0.022666751186476587,39,1.0,2.0,1.0,3,116.4492
6.13,0.027922646021055365,22,1.0,0.0,1.0,2,109.3912
8.195,0.05122806911042839,28,1.0,1.0,0.0,3,93.9462
14.15,0.16872335219902806,27,1.0,1.0,1.0,1,81.3276
,0.10552704399121368,41,1.0,0.0,0.0,1,151.2708
16.75,0.029423646506477764,17,1.0,1.0,2.0,3,39.5822
14.3,0.12276427886124218,27,0.0,1.0,1.0,1,76.5328
,0.21429671318892649,41,0.0,0.0,0.0,1,94.7094
5.635,0.09820271602135777,39,1.0,2.0,1.0,3,151.805
5.73,9.999995000003334e-07,28,1.0,1.0,0.0,3,188.3898
7.155,0.15545244016948814,29,0.0,0.0,1.0,1,36.5874
15.2,0.049033805914942726,27,1.0,1.0,1.0,1,97.3752
15.25,0.05937512151596346,22,1.0,0.0,1.0,2,128.5968
10.395,0.0294434043213246,22,0.0,0.0,1.0,2,89.5514
8.76,0.04893702862241549,24,1.0,1.0,1.0,2,126.9336
9.13,0.050538749740323144,22,1.0,0.0,1.0,2,152.6024
,0.10448268347587308,41,1.0,1.0,0.0,3,189.7846
19.6,0.023801118742426335,19,1.0,1.0,1.0,2,106.0964
,0.01303030266865271,41,1.0,1.0,0.0,3,53.7614
20.35,9.999995000003334e-07,27,1.0,1.0,1.0,1,118.9466
10.0,0.0380317932064354,24,1.0,1.0,1.0,2,246.2144
11.3,0.07684032088676926,28,1.0,1.0,0.0,3,180.466
6.57,0.06396687496652799,22,1.0,0.0,1.0,2,259.3278
13.15,0.08896693846559393,17,1.0,1.0,2.0,3,158.4604
4.635,0.1317051096094369,39,1.0,2.0,1.0,3,129.4994
10.6,0.032648015026805116,17,0.0,1.0,2.0,3,49.1008
9.3,0.1056145793809052,27,1.0,1.0,1.0,1,65.2826
7.02,0.04875828461366531,24,1.0,1.0,1.0,2,82.525
13.8,0.09277332652955217,27,1.0,1.0,1.0,1,58.293
7.825,0.14051277434331996,19,0.0,1.0,1.0,2,158.0288
19.1,0.08791966986673645,22,1.0,0.0,1.0,2,182.5608
7.51,0.017264680019057472,39,1.0,2.0,1.0,3,231.101
8.85,0.05246617269679711,29,1.0,0.0,1.0,1,183.0292
17.35,0.014607415326064653,27,1.0,1.0,1.0,1,75.4038
17.75,0.11968419264496834,28,1.0,1.0,0.0,3,110.5544
,0.06008156050297606,41,0.0,1.0,0.0,3,87.5514
16.6,0.11548485374709476,27,1.0,1.0,1.0,1,174.3738
15.15,9.999995000003334e-07,24,1.0,1.0,1.0,2,150.4708
5.46,0.05245807486731189,28,0.0,1.0,0.0,3,186.924
9.5,0.047631651447882034,24,0.0,1.0,1.0,2,188.5898
13.5,0.0705331738120213,19,0.0,1.0,1.0,2,161.492
8.275,0.1694072271581116,28,1.0,1.0,0.0,3,106.5306
10.8,0.07749978580197074,28,0.0,1.0,0.0,3,39.4138
5.635,0.09880994574557524,19,1.0,1.0,1.0,2,151.305
7.51,0.017348715975887632,17,1.0,1.0,2.0,3,228.801
,0.15979930171041046,41,1.0,1.0,0.0,3,127.6362
,0.08009822705538396,41,1.0,1.0,0.0,3,180.6292
,0.04406243461862813,41,0.0,1.0,0.0,3,36.4874
,0.05051874264978449,41,1.0,1.0,0.0,3,236.4564
15.5,0.025957208749045866,22,0.0,0.0,1.0,2,102.7332
4.905,0.11136989759862803,17,1.0,1.0,2.0,3,198.5768
9.285,0.04809561254809666,22,0.0,0.0,1.0,2,243.9144
8.97,0.08942082518659979,19,1.0,1.0,1.0,2,55.4956
18.75,0.0835189566664201,28,1.0,1.0,0.0,3,108.228
8.895,9.999995000003334e-07,27,1.0,1.0,1.0,1,110.9544
16.35,0.0658514856972485,22,1.0,0.0,1.0,2,199.1426
10.195,0.017463177229328806,39,0.0,2.0,1.0,3,239.4538
9.5,0.04008395295456896,27,1.0,1.0,1.0,1,225.2088
12.1,0.07676766688497737,22,1.0,0.0,1.0,2,169.5106
12.5,0.03057738428155581,29,1.0,0.0,1.0,1,101.399
15.2,0.018931976821400565,17,1.0,1.0,2.0,3,236.2248
5.635,0.09828061460046744,29,1.0,0.0,1.0,1,151.205
,0.05259389793595931,41,0.0,0.0,0.0,1,227.8352
8.895,0.07795420334278787,22,0.0,0.0,1.0,2,51.2008
,0.0195812684844001,41,1.0,1.0,0.0,3,154.5972
,0.14240031446072707,41,0.0,0.0,0.0,1,219.0456
6.89,0.1285691799364562,19,0.0,1.0,1.0,2,191.882
16.25,0.025411359108247017,29,1.0,0.0,1.0,1,169.3474
,0.06799018790106805,41,1.0,0.0,0.0,1,53.9298
,0.04595613591187225,41,0.0,1.0,0.0,3,118.3782
13.85,0.03039101701979164,24,1.0,1.0,1.0,2,140.6154
16.75,0.04430607421967092,19,1.0,1.0,1.0,2,189.1556
18.0,0.07077645315909487,24,1.0,1.0,1.0,2,155.7972
9.21,0.008761991394069376,17,1.0,1.0,2.0,3,123.0414
20.85,0.038799948682787265,29,1.0,0.0,1.0,1,118.1808
10.0,0.03801416633755399,27,1.0,1.0,1.0,1,245.0144
5.48,0.015079385428442045,19,1.0,1.0,1.0,2,82.825
19.25,0.026715424837694568,22,0.0,0.0,1.0,2,195.611
18.5,0.05075843727698404,29,1.0,0.0,1.0,1,117.0124
,0.10796639280879794,41,0.0,1.0,0.0,3,112.2202
,0.10583732086815344,41,0.0,0.0,0.0,1,38.8848
15.7,0.008733275690412014,17,0.0,1.0,2.0,3,205.798
20.25,0.09831019162905666,19,0.0,1.0,1.0,2,92.612
10.8,0.028508933846807465,39,0.0,2.0,1.0,3,240.9222
18.5,0.033566975277906676,19,1.0,1.0,1.0,2,130.0284
,0.04439333990774155,41,0.0,0.0,0.0,1,102.2674
,0.046119838210950975,41,0.0,1.0,0.0,3,244.9144
18.0,0.07063814927486857,29,1.0,0.0,1.0,1,154.2972
10.5,0.011224695732928216,29,1.0,0.0,1.0,1,238.9248
,0.0359736519589927,41,1.0,0.0,0.0,1,145.6128
14.0,0.09989777884338093,39,0.0,2.0,1.0,3,141.1812
15.6,9.999995000003334e-07,29,0.0,0.0,1.0,1,169.2132
11.6,0.017586098099499247,22,1.0,0.0,1.0,2,178.3686
16.25,0.03847577517895098,24,1.0,1.0,1.0,2,116.2176
20.5,0.13257621195968308,22,1.0,0.0,1.0,2,87.4172
5.035,0.077179595029264,17,0.0,1.0,2.0,3,226.4036
17.6,0.07911804091635101,29,1.0,0.0,1.0,1,160.392
,0.12758879192273595,41,1.0,0.0,0.0,1,259.8962
8.68,0.008846426725643612,19,1.0,1.0,1.0,2,96.9384
17.5,9.999995000003334e-07,39,1.0,2.0,1.0,3,255.2356
7.435,0.13221697753436668,28,1.0,1.0,0.0,3,168.5158
8.71,0.11442402003027097,22,1.0,0.0,1.0,2,95.2778
5.34,0.005958190676692867,24,0.0,1.0,1.0,2,100.8358
10.695,0.0113606803969897,29,0.0,0.0,1.0,1,73.6038
14.8,0.04302279242696582,27,0.0,1.0,1.0,1,109.157
18.0,0.019308279636311484,19,1.0,1.0,1.0,2,127.8994
12.15,0.029095952424645438,29,1.0,0.0,1.0,1,117.215
,0.060861380610388954,41,0.0,0.0,0.0,1,244.2486
21.2,9.999995000003334e-07,19,0.0,1.0,1.0,2,173.0738
8.3,0.0574912029595064,28,1.0,1.0,0.0,3,37.8506
9.06,0.009783550609482728,19,1.0,1.0,1.0,2,211.156
5.095,0.19619371198326693,28,0.0,1.0,0.0,3,142.2838
11.15,0.055675619209821475,19,1.0,1.0,1.0,2,104.0622
5.34,9.999995000003334e-07,28,0.0,1.0,0.0,3,101.0358
19.75,0.040756947924771206,19,1.0,1.0,1.0,2,118.0466
19.6,0.023918401746973298,39,1.0,2.0,1.0,3,47.0718
10.695,0.06190593799191178,27,1.0,1.0,1.0,1,38.1848
9.42,0.07091017056050945,28,0.0,1.0,0.0,3,63.6194
13.5,0.11865667880793491,19,0.0,1.0,1.0,2,264.691
19.35,0.05653258271516316,24,0.0,1.0,1.0,2,239.4564
9.0,0.10365156623524001,28,1.0,1.0,0.0,3,175.037
,0.12944410566085301,41,0.0,0.0,0.0,1,83.1276
20.75,0.007567113046251649,19,1.0,1.0,1.0,2,104.4622
15.0,0.11293854671283793,19,1.0,1.0,1.0,2,227.2694
17.85,0.017860141892395123,22,0.0,0.0,1.0,2,94.4094
7.81,0.06526563891086018,22,1.0,0.0,1.0,2,244.7486
,0.008206042148921197,41,0.0,1.0,0.0,3,152.2708
12.1,0.02968248973756175,29,1.0,0.0,1.0,1,74.567
17.6,0.015887466182628717,39,0.0,2.0,1.0,3,44.0402
14.0,0.04068572507599614,19,1.0,1.0,1.0,2,181.7634
15.1,0.05441893288617778,27,1.0,1.0,1.0,1,141.4496
14.5,0.09312332128041532,17,0.0,1.0,2.0,3,158.5262
,0.16305993033043067,41,1.0,1.0,0.0,3,157.5288
20.25,9.999995000003334e-07,27,0.0,1.0,1.0,1,186.4924
9.0,0.019318837739862434,29,1.0,0.0,1.0,1,169.5474
11.8,0.022677467451010933,17,1.0,1.0,2.0,3,177.6686
20.25,0.025765266359857663,19,1.0,1.0,1.0,2,182.8976
7.51,0.09891678726061212,27,1.0,1.0,1.0,1,112.1544
,0.08283354381879682,41,0.0,1.0,0.0,3,153.7972
17.85,0.011235446322595247,19,1.0,1.0,1.0,2,213.256
9.1,0.054053576650872584,24,1.0,1.0,1.0,2,115.6518
,0.08500343183303029,41,1.0,1.0,0.0,3,144.4102
5.88,0.024562466560768773,39,1.0,2.0,1.0,3,148.3392
15.0,0.06215708746149649,22,1.0,0.0,1.0,2,45.906
16.1,0.09550463089748558,22,1.0,0.0,1.0,2,79.0328
21.25,0.14463808161803304,27,1.0,1.0,1.0,1,178.237
21.1,0.14999849485448538,24,0.0,1.0,1.0,2,65.7168
11.8,0.15724602031425447,29,0.0,0.0,1.0,1,115.1834
15.15,0.012238064469163406,17,0.0,1.0,2.0,3,132.8284
,9.999995000003334e-07,41,1.0,1.0,0.0,3,94.812
5.985,0.00567334211693195,17,1.0,1.0,2.0,3,186.6924
9.13,0.050826845867352095,19,1.0,1.0,1.0,2,153.4024
9.0,0.049341657783155184,27,0.0,1.0,1.0,1,151.3024
,0.04787703310641568,41,0.0,1.0,0.0,3,245.5144
17.75,0.03421462569622877,27,1.0,1.0,1.0,1,250.175
,0.09111526434588071,41,0.0,0.0,0.0,1,131.131
7.325,0.08941151776264246,27,1.0,1.0,1.0,1,90.4146
12.1,0.05932931361981302,39,0.0,2.0,1.0,3,56.4614
14.0,9.999995000003334e-07,29,0.0,0.0,1.0,1,54.864
12.85,0.1147777367104412,39,1.0,2.0,1.0,3,42.2428
7.535,0.07855186584398705,39,1.0,2.0,1.0,3,118.444
16.35,0.0132778874008663,29,1.0,0.0,1.0,1,105.228
,0.014923126183860685,41,1.0,1.0,0.0,3,84.025
,0.0578510510225351,41,1.0,1.0,0.0,3,149.2366
19.2,0.07459068684252343,39,1.0,2.0,1.0,3,194.511
18.85,0.053986848461520735,24,1.0,1.0,1.0,2,132.1284
14.5,0.019326893564595483,24,1.0,1.0,1.0,2,165.121
6.46,0.0790778638999074,28,0.0,1.0,0.0,3,144.4102
14.15,0.03545414391367878,17,1.0,1.0,2.0,3,41.1138
20.25,0.09407849522856608,28,1.0,1.0,0.0,3,244.746
15.7,0.03675875232096747,19,1.0,1.0,1.0,2,181.1634
20.25,0.13796342775603138,29,1.0,0.0,1.0,1,235.3616
9.6,0.08152247197441063,22,0.0,0.0,1.0,2,105.028
20.5,0.020391802717857264,22,1.0,0.0,1.0,2,91.683
12.35,0.14707374414308072,22,0.0,0.0,1.0,2,156.0946
,9.999995000003334e-07,41,1.0,1.0,0.0,3,165.7842
15.75,0.12669679072658574,29,1.0,0.0,1.0,1,99.17
19.2,0.034552436570809156,39,1.0,2.0,1.0,3,179.1318
,0.014405307543386316,41,1.0,1.0,0.0,3,157.4262
9.395,0.09559685779917057,39,0.0,2.0,1.0,3,85.8856
18.2,0.05677753714896298,39,1.0,2.0,1.0,3,221.4456
19.0,0.026735692860275277,17,1.0,1.0,2.0,3,128.6336
4.805,0.037211645365928435,19,0.0,1.0,1.0,2,125.8704
8.85,0.015982173943319626,19,1.0,1.0,1.0,2,104.2964
11.65,0.07339742491767094,17,0.0,1.0,2.0,3,82.9908
9.395,0.09924614644234549,19,1.0,1.0,1.0,2,236.8932
9.695,0.12221587343066624,29,1.0,0.0,1.0,1,185.1898
18.7,9.999995000003334e-07,24,0.0,1.0,1.0,2,231.201
20.75,0.023958492458408188,17,0.0,1.0,2.0,3,123.973
8.89,0.005468049928973382,27,1.0,1.0,1.0,1,100.4016
12.6,0.06238484583041574,17,1.0,1.0,2.0,3,119.8414
12.6,0.07944401988037393,39,1.0,2.0,1.0,3,176.6054
13.1,0.0943869564920754,24,0.0,1.0,1.0,2,198.2768
9.3,0.013919416866992112,22,0.0,0.0,1.0,2,196.8084
,0.05909953192841535,41,0.0,1.0,0.0,3,124.4388
17.7,0.06626680835096103,28,0.0,1.0,0.0,3,83.2276
17.85,9.999995000003334e-07,24,1.0,1.0,1.0,2,127.502
8.935,0.03938911243486479,22,1.0,0.0,1.0,2,54.1298
11.15,0.11372266839975669,17,1.0,1.0,2.0,3,43.7744
,0.044438617527916405,41,1.0,0.0,0.0,1,179.5976
11.1,0.1274312200978444,19,0.0,1.0,1.0,2,217.9482
10.0,0.025641711321939716,19,1.0,1.0,1.0,2,264.3226
,0.2100415902478376,41,0.0,0.0,0.0,1,52.4298
12.8,0.08760069522418931,19,1.0,1.0,1.0,2,107.1938
9.895,0.02847402865046985,19,0.0,1.0,1.0,2,116.6492
13.35,0.031849884445091126,19,1.0,1.0,1.0,2,62.0194
7.785,0.1308842555466859,24,1.0,1.0,1.0,2,104.7306
,0.048609507852062125,41,1.0,1.0,0.0,3,129.2336
16.35,0.06622402082208294,19,1.0,1.0,1.0,2,197.1426
11.5,0.07062473500644649,17,1.0,1.0,2.0,3,189.153
15.2,0.10753987223416565,19,1.0,1.0,1.0,2,36.0848
19.35,0.025884681306243648,27,1.0,1.0,1.0,1,169.0474
19.5,9.999995000003334e-07,29,0.0,0.0,1.0,1,233.1958
16.1,0.013524983667036507,27,0.0,1.0,1.0,1,107.2596
,0.023492173326998614,41,1.0,1.0,0.0,3,107.728
18.5,0.044706537504248405,19,0.0,1.0,1.0,2,145.6102
,0.0927118188044626,41,1.0,1.0,0.0,3,223.8746
15.1,0.09518130513670524,29,0.0,0.0,1.0,1,146.4786
17.25,0.04625332816786044,27,0.0,1.0,1.0,1,96.5068
19.0,0.12186006880588987,24,0.0,1.0,1.0,2,190.5872
10.6,0.032491064973502105,39,0.0,2.0,1.0,3,49.3008
,0.17895210656684193,41,1.0,0.0,0.0,1,105.1622
15.2,0.10694704625232802,22,1.0,0.0,1.0,2,37.2848
5.845,0.0997825357128162,39,0.0,2.0,1.0,3,212.3218
6.57,0.09283003861336697,17,1.0,1.0,2.0,3,192.682
21.1,0.010567758027557482,24,1.0,1.0,1.0,2,235.4958
4.88,0.1259701381281443,19,0.0,1.0,1.0,2,54.9298
19.35,0.03260262723847455,27,1.0,1.0,1.0,1,175.4738
11.1,0.04381221088385432,39,1.0,2.0,1.0,3,173.4054
19.35,0.18038620437371414,28,1.0,1.0,0.0,3,224.6088
9.395,0.1578946962425484,22,0.0,0.0,1.0,2,139.9838
8.1,0.019571978149690653,22,0.0,0.0,1.0,2,86.6198
9.1,0.0773829206509685,24,0.0,1.0,1.0,2,47.3718
9.395,0.10394622071405156,17,0.0,1.0,2.0,3,41.9112
6.59,0.025951964639446653,17,1.0,1.0,2.0,3,121.7098
15.6,0.15982026758312645,17,1.0,1.0,2.0,3,113.3518
20.85,0.021101547060020195,22,1.0,0.0,1.0,2,104.6306
17.7,0.04156517141588241,39,0.0,2.0,1.0,3,163.221
12.35,9.999995000003334e-07,29,0.0,0.0,1.0,1,158.8946
11.0,0.05579537220951243,19,0.0,1.0,1.0,2,241.2512
,0.01712988713758715,41,0.0,0.0,0.0,1,150.7366
,0.0461673418618989,41,0.0,0.0,0.0,1,126.7336
,0.045364233794490706,41,1.0,1.0,0.0,3,153.5682
15.1,0.06527845825407037,19,0.0,1.0,1.0,2,257.5304
10.3,0.026949008428163664,29,1.0,0.0,1.0,1,98.7042
7.035,0.021735060903844385,19,1.0,1.0,1.0,2,264.091
12.65,0.0575803050535559,28,1.0,1.0,0.0,3,229.101
15.15,0.027553282822465264,19,1.0,1.0,1.0,2,151.1708
19.75,0.03339472305975426,24,1.0,1.0,1.0,2,212.0902
5.34,0.005955384442718746,27,0.0,1.0,1.0,1,99.0358
12.0,0.03340383943749144,22,1.0,0.0,1.0,2,181.0976
6.28,0.027480735818514214,19,1.0,1.0,1.0,2,85.5198
,0.1262486864795501,41,1.0,0.0,0.0,1,42.7086
10.0,0.09517543072607558,24,1.0,1.0,1.0,2,111.7544
,0.2469249562956292,41,1.0,0.0,0.0,1,92.712
19.5,0.02597982962459809,28,1.0,1.0,0.0,3,184.9608
10.695,0.05889676663993766,29,0.0,0.0,1.0,1,173.7712
17.0,0.05096919217210112,27,1.0,1.0,1.0,1,122.873
6.78,0.1314205468563058,24,0.0,1.0,1.0,2,93.312
12.8,0.0761054261279068,29,0.0,0.0,1.0,1,183.7608
15.7,0.030140533973698504,39,0.0,2.0,1.0,3,251.4724
17.7,0.049782401263160775,24,1.0,1.0,1.0,2,126.1678
,0.11666689745025655,41,1.0,0.0,0.0,1,175.337
19.85,0.044904108942438,19,1.0,1.0,1.0,2,127.902
16.25,0.04781404315638337,29,0.0,0.0,1.0,1,151.0682
9.395,0.12378670197595823,27,0.0,1.0,1.0,1,87.7198
16.85,9.999995000003334e-07,24,0.0,1.0,1.0,2,111.0544
,0.06652621779653875,41,1.0,1.0,0.0,3,110.8228
10.1,0.05477792550228818,17,1.0,1.0,2.0,3,117.1492
12.15,0.025535602540333633,29,1.0,0.0,1.0,1,121.844
10.895,0.026683468545261636,22,1.0,0.0,1.0,2,49.4666
,0.11777833697867802,41,0.0,1.0,0.0,3,100.5358
,0.17354355343796246,41,0.0,0.0,0.0,1,97.7752
17.1,0.038006085406955055,29,1.0,0.0,1.0,1,164.7842
19.75,0.012369126968236407,22,1.0,0.0,1.0,2,187.8872
15.85,0.055815476391867645,27,1.0,1.0,1.0,1,53.0956
14.85,0.018438270514017363,24,1.0,1.0,1.0,2,187.1214
16.25,0.07541101453941448,24,1.0,1.0,1.0,2,90.9804
15.1,0.08935137405975985,28,1.0,1.0,0.0,3,140.8496
16.35,0.08682243514124284,27,1.0,1.0,1.0,1,195.111
13.15,0.024450327631985166,17,1.0,1.0,2.0,3,178.2686
7.71,0.06459995675036527,24,0.0,1.0,1.0,2,56.2956
14.85,0.018475564785169117,17,1.0,1.0,2.0,3,187.5214
8.775,0.021373337202910042,29,1.0,0.0,1.0,1,112.2228
